index plane u v itype x0 y0 irot nvertices vx_0 vy_0 vx_1 vy_1 vx_2 vy_2 vx_3 vy_3 vx_4 vy_4 vx_5 vy_5 vx_6 vy_6 icassette trigRate trigLinks dataRate_ld dataLinks_ld dataRate_hd dataLinks_hd MB wagon isEngine nROCs power mrot phi HDorLD hash hash_hdld isSiPM engine_trig_fibres engine_data_fibres engine_ctrl_fibres dataPp0 trigPp0 dataPp0_type trigPp0_type dataPp1 trigPp1 dataPp1_type trigPp1_type dataPp2 DAQ
3818 36 5 6 FO 334.880 773.380 1 6 418.600 725.000 418.600 821.700 334.900 870.000 251.200 821.700 251.200 725.000 334.900 676.700 418.600 725.000 3 1.000 2.000 0.273 1.000 0.268 1.000 7 0 True 3 3.600 0 66.587 0 3605060 3605060 0 2 1 1 PP0(CE-)L36/C03_FO_1 PP0(CE-)L36/C03_FO_4 A B PP1(CE-)9_FO_1_15 PP1(CE-)9_FO_1_20 Ap Ap PPFO(CE-)X5_16 DAQ_2_4
3830 36 6 7 FO 418.600 918.380 1 6 502.300 870.000 502.300 966.700 418.600 1015.100 334.900 966.700 334.900 870.000 418.600 821.700 502.300 870.000 3 1.000 2.000 0.244 1.000 0.243 1.000 7 1 False 3 3.600 0 65.496 0 3606070 3606070 0 2 1 1 PP0(CE-)L36/C03_FO_1 PP0(CE-)L36/C03_FO_4 A B PP1(CE-)9_FO_1_15 PP1(CE-)9_FO_1_20 Ap Ap PPFO(CE-)X5_16 DAQ_2_4
3842 36 7 8 FO 502.320 1063.390 1 6 586.000 1015.100 586.000 1111.700 502.300 1160.100 418.600 1111.700 418.600 1015.100 502.300 966.700 586.000 1015.100 3 1.000 2.000 0.230 1.000 0.230 1.000 7 1 False 3 3.600 0 64.715 0 3607080 3607080 0 2 1 1 PP0(CE-)L36/C03_FO_1 PP0(CE-)L36/C03_FO_4 A B PP1(CE-)9_FO_1_15 PP1(CE-)9_FO_1_20 Ap Ap PPFO(CE-)X5_16 DAQ_2_4
3854 36 8 9 FO 586.040 1208.400 1 6 669.800 1160.100 669.800 1256.700 586.000 1305.100 502.300 1256.700 502.300 1160.100 586.000 1111.700 669.800 1160.100 3 1.000 2.000 0.224 1.000 0.224 1.000 7 1 False 3 3.600 0 64.128 0 3608090 3608090 0 2 1 1 PP0(CE-)L36/C03_FO_1 PP0(CE-)L36/C03_FO_4 A B PP1(CE-)9_FO_1_15 PP1(CE-)9_FO_1_20 Ap Ap PPFO(CE-)X5_16 DAQ_2_4
3866 36 9 10 aOeB 669.760 1353.410 1 4 753.500 1305.100 586.000 1401.700 586.000 1305.100 669.800 1256.700 753.500 1305.100 0.000 0.000 0.000 0.000 3 1.000 2.000 0.147 1.000 0.147 1.000 7 1 False 3 3.600 0 63.671 0 3609100 3609100 0 2 1 1 PP0(CE-)L36/C03_FO_1 PP0(CE-)L36/C03_FO_4 A B PP1(CE-)9_FO_1_15 PP1(CE-)9_FO_1_20 Ap Ap PPFO(CE-)X5_16 DAQ_2_4
3793 36 3 3 aMeB 251.160 338.350 4 4 167.400 386.700 334.900 290.000 334.900 386.700 251.200 435.000 167.400 386.700 0.000 0.000 0.000 0.000 2 1.000 2.000 0.398 1.000 0.398 1.000 8 1 False 3 3.600 0 53.413 0 3603030 3603030 0 2 1 1 PP0(CE-)L36/C02_FO_1 PP0(CE-)L36/C02_FO_3 A A PP1(CE-)5_FO_2_13 PP1(CE-)5_FO_2_26 Ap Ap PPFO(CE-)X5_5 DAQ_1_3
3805 36 4 4 FM 334.880 483.360 4 6 418.600 435.000 418.600 531.700 334.900 580.000 251.200 531.700 251.200 435.000 334.900 386.700 418.600 435.000 2 1.000 2.000 0.512 1.000 0.469 1.000 8 1 False 3 3.600 0 55.285 0 3604040 3604040 0 2 1 1 PP0(CE-)L36/C02_FO_1 PP0(CE-)L36/C02_FO_3 A A PP1(CE-)5_FO_2_13 PP1(CE-)5_FO_2_26 Ap Ap PPFO(CE-)X5_5 DAQ_1_3
3817 36 5 5 FO 418.600 628.370 4 6 502.300 580.000 502.300 676.700 418.600 725.000 334.900 676.700 334.900 580.000 418.600 531.700 502.300 580.000 2 1.000 2.000 0.307 1.000 0.294 1.000 8 1 False 3 3.600 0 56.330 0 3605050 3605050 0 2 1 1 PP0(CE-)L36/C02_FO_1 PP0(CE-)L36/C02_FO_3 A A PP1(CE-)5_FO_2_13 PP1(CE-)5_FO_2_26 Ap Ap PPFO(CE-)X5_5 DAQ_1_3
3829 36 6 6 FO 502.320 773.380 4 6 586.000 725.000 586.000 821.700 502.300 870.000 418.600 821.700 418.600 725.000 502.300 676.700 586.000 725.000 2 1.000 2.000 0.255 1.000 0.252 1.000 8 1 False 3 3.600 0 56.996 0 3606060 3606060 0 2 1 1 PP0(CE-)L36/C02_FO_1 PP0(CE-)L36/C02_FO_3 A A PP1(CE-)5_FO_2_13 PP1(CE-)5_FO_2_26 Ap Ap PPFO(CE-)X5_5 DAQ_1_3
3841 36 7 7 FO 586.040 918.380 4 6 669.800 870.000 669.800 966.700 586.000 1015.100 502.300 966.700 502.300 870.000 586.000 821.700 669.800 870.000 2 1.000 2.000 0.237 1.000 0.236 1.000 8 0 True 3 3.600 0 57.457 0 3607070 3607070 0 2 1 1 PP0(CE-)L36/C02_FO_1 PP0(CE-)L36/C02_FO_3 A A PP1(CE-)5_FO_2_13 PP1(CE-)5_FO_2_26 Ap Ap PPFO(CE-)X5_5 DAQ_1_3
3853 36 8 8 FO 669.760 1063.390 4 6 753.500 1015.100 753.500 1111.700 669.800 1160.100 586.000 1111.700 586.000 1015.100 669.800 966.700 753.500 1015.100 2 1.000 2.000 0.227 1.000 0.227 1.000 8 0 False 3 3.600 0 57.796 0 3608080 3608080 0 2 1 1 PP0(CE-)L36/C02_FO_1 PP0(CE-)L36/C02_FO_3 A A PP1(CE-)5_FO_2_13 PP1(CE-)5_FO_2_26 Ap Ap PPFO(CE-)X5_5 DAQ_1_3
3865 36 9 9 FOe 753.480 1208.400 4 6 837.200 1160.100 837.200 1256.700 753.500 1305.100 669.800 1256.700 669.800 1160.100 753.500 1111.700 837.200 1160.100 2 1.000 2.000 0.223 1.000 0.222 1.000 8 0 False 3 3.600 0 58.055 0 3609090 3609090 0 2 1 1 PP0(CE-)L36/C02_FO_1 PP0(CE-)L36/C02_FO_3 A A PP1(CE-)5_FO_2_13 PP1(CE-)5_FO_2_26 Ap Ap PPFO(CE-)X5_5 DAQ_1_3
3804 36 4 3 FMe 418.600 338.350 4 6 502.300 290.000 502.300 386.700 418.600 435.000 334.900 386.700 334.900 290.000 418.600 241.700 502.300 290.000 2 1.000 2.000 0.571 1.000 0.530 1.000 9 1 False 3 3.600 0 38.948 0 3604030 3604030 0 2 1 1 PP0(CE-)L36/C02_FO_1 PP0(CE-)L36/C02_FO_3 A A PP1(CE-)5_FO_2_13 PP1(CE-)5_FO_2_26 Ap Ap PPFO(CE-)X5_5 DAQ_1_3
3816 36 5 4 FM 502.320 483.360 4 6 586.000 435.000 586.000 531.700 502.300 580.000 418.600 531.700 418.600 435.000 502.300 386.700 586.000 435.000 2 1.000 2.000 0.373 1.000 0.344 1.000 9 1 False 3 3.600 0 43.898 0 3605040 3605040 0 2 1 1 PP0(CE-)L36/C02_FO_1 PP0(CE-)L36/C02_FO_3 A A PP1(CE-)5_FO_2_13 PP1(CE-)5_FO_2_26 Ap Ap PPFO(CE-)X5_5 DAQ_1_3
3828 36 6 5 FO 586.040 628.370 4 6 669.800 580.000 669.800 676.700 586.000 725.000 502.300 676.700 502.300 580.000 586.000 531.700 669.800 580.000 2 1.000 2.000 0.268 1.000 0.264 1.000 9 1 False 3 3.600 0 46.996 0 3606050 3606050 0 2 1 1 PP0(CE-)L36/C02_FO_1 PP0(CE-)L36/C02_FO_3 A A PP1(CE-)5_FO_2_13 PP1(CE-)5_FO_2_26 Ap Ap PPFO(CE-)X5_5 DAQ_1_3
3840 36 7 6 FO 669.760 773.380 4 6 753.500 725.000 753.500 821.700 669.800 870.000 586.000 821.700 586.000 725.000 669.800 676.700 753.500 725.000 2 1.000 2.000 0.242 1.000 0.241 1.000 9 0 True 3 3.600 0 49.107 0 3607060 3607060 0 2 1 1 PP0(CE-)L36/C02_FO_1 PP0(CE-)L36/C02_FO_3 A A PP1(CE-)5_FO_2_13 PP1(CE-)5_FO_2_26 Ap Ap PPFO(CE-)X5_5 DAQ_1_3
3852 36 8 7 FO 753.480 918.380 4 6 837.200 870.000 837.200 966.700 753.500 1015.100 669.800 966.700 669.800 870.000 753.500 821.700 837.200 870.000 2 1.000 2.000 0.230 1.000 0.230 1.000 9 0 False 3 3.600 0 50.633 0 3608070 3608070 0 2 1 1 PP0(CE-)L36/C02_FO_1 PP0(CE-)L36/C02_FO_3 A A PP1(CE-)5_FO_2_13 PP1(CE-)5_FO_2_26 Ap Ap PPFO(CE-)X5_5 DAQ_1_3
3864 36 9 8 FO 837.200 1063.390 4 6 920.900 1015.100 920.900 1111.700 837.200 1160.100 753.500 1111.700 753.500 1015.100 837.200 966.700 920.900 1015.100 2 1.000 2.000 0.224 1.000 0.224 1.000 9 0 False 3 3.600 0 51.787 0 3609080 3609080 0 2 1 1 PP0(CE-)L36/C02_FO_1 PP0(CE-)L36/C02_FO_3 A A PP1(CE-)5_FO_2_13 PP1(CE-)5_FO_2_26 Ap Ap PPFO(CE-)X5_5 DAQ_1_3
3874 36 10 9 aOeT 920.920 1208.400 1 4 1004.600 1160.100 837.200 1256.700 837.200 1160.100 920.900 1111.700 1004.600 1160.100 0.000 0.000 0.000 0.000 2 1.000 2.000 0.147 1.000 0.147 1.000 9 0 False 3 3.600 0 52.689 0 3610090 3610090 0 2 1 1 PP0(CE-)L36/C02_FO_1 PP0(CE-)L36/C02_FO_3 A A PP1(CE-)5_FO_2_13 PP1(CE-)5_FO_2_26 Ap Ap PPFO(CE-)X5_5 DAQ_1_3
3827 36 6 4 FO 669.760 483.360 4 6 753.500 435.000 753.500 531.700 669.800 580.000 586.000 531.700 586.000 435.000 669.800 386.700 753.500 435.000 2 1.000 2.000 0.278 1.000 0.272 1.000 10 1 False 3 3.600 0 35.818 0 3606040 3606040 0 2 1 1 PP0(CE-)L36/C02_FO_1 PP0(CE-)L36/C02_FO_3 A A PP1(CE-)5_FO_2_13 PP1(CE-)5_FO_2_26 Ap Ap PPFO(CE-)X5_5 DAQ_1_3
3839 36 7 5 FO 753.480 628.370 4 6 837.200 580.000 837.200 676.700 753.500 725.000 669.800 676.700 669.800 580.000 753.500 531.700 837.200 580.000 2 1.000 2.000 0.246 1.000 0.245 1.000 10 1 False 3 3.600 0 39.827 0 3607050 3607050 0 2 1 1 PP0(CE-)L36/C02_FO_1 PP0(CE-)L36/C02_FO_3 A A PP1(CE-)5_FO_2_13 PP1(CE-)5_FO_2_26 Ap Ap PPFO(CE-)X5_5 DAQ_1_3
3851 36 8 6 FO 837.200 773.380 4 6 920.900 725.000 920.900 821.700 837.200 870.000 753.500 821.700 753.500 725.000 837.200 676.700 920.900 725.000 2 1.000 2.000 0.233 1.000 0.232 1.000 10 0 True 3 3.600 0 42.731 0 3608060 3608060 0 2 1 1 PP0(CE-)L36/C02_FO_1 PP0(CE-)L36/C02_FO_3 A A PP1(CE-)5_FO_2_13 PP1(CE-)5_FO_2_26 Ap Ap PPFO(CE-)X5_5 DAQ_1_3
3863 36 9 7 FO 920.920 918.380 4 6 1004.600 870.000 1004.600 966.700 920.900 1015.100 837.200 966.700 837.200 870.000 920.900 821.700 1004.600 870.000 2 1.000 2.000 0.225 1.000 0.225 1.000 10 0 False 3 3.600 0 44.921 0 3609070 3609070 0 2 1 1 PP0(CE-)L36/C02_FO_1 PP0(CE-)L36/C02_FO_3 A A PP1(CE-)5_FO_2_13 PP1(CE-)5_FO_2_26 Ap Ap PPFO(CE-)X5_5 DAQ_1_3
3873 36 10 8 bOe 1004.640 1063.390 1 5 1088.400 1015.100 1004.600 1160.100 920.900 1111.700 920.900 1015.100 1004.600 966.700 1088.400 1015.100 0.000 0.000 2 1.000 2.000 0.197 1.000 0.197 1.000 10 0 False 3 3.600 0 46.627 0 3610080 3610080 0 2 1 1 PP0(CE-)L36/C02_FO_1 PP0(CE-)L36/C02_FO_3 A A PP1(CE-)5_FO_2_13 PP1(CE-)5_FO_2_26 Ap Ap PPFO(CE-)X5_5 DAQ_1_3
3815 36 5 3 FM 586.040 338.350 0 6 669.800 290.000 669.800 386.700 586.000 435.000 502.300 386.700 502.300 290.000 586.000 241.700 669.800 290.000 1 1.000 2.000 0.399 1.000 0.365 1.000 11 0 False 3 3.600 0 30.000 0 3605030 3605030 0 2 1 1 PP0(CE-)L36/C01_FO_1 PP0(CE-)L36/C01_FO_3 A A PP1(CE-)3_FO_1_15 PP1(CE-)3_FO_1_27 Ap Ap PPFO(CE-)X5_6 DAQ_1_4
3826 36 6 3 FO 753.480 338.350 0 6 837.200 290.000 837.200 386.700 753.500 435.000 669.800 386.700 669.800 290.000 753.500 241.700 837.200 290.000 1 1.000 2.000 0.277 1.000 0.271 1.000 11 0 False 3 3.600 0 24.182 0 3606030 3606030 0 2 1 1 PP0(CE-)L36/C01_FO_1 PP0(CE-)L36/C01_FO_3 A A PP1(CE-)3_FO_1_15 PP1(CE-)3_FO_1_27 Ap Ap PPFO(CE-)X5_6 DAQ_1_4
3837 36 7 3 FO 920.920 338.350 0 6 1004.600 290.000 1004.600 386.700 920.900 435.000 837.200 386.700 837.200 290.000 920.900 241.700 1004.600 290.000 1 1.000 2.000 0.246 1.000 0.244 1.000 11 0 True 3 3.600 0 20.174 0 3607030 3607030 0 2 1 1 PP0(CE-)L36/C01_FO_1 PP0(CE-)L36/C01_FO_3 A A PP1(CE-)3_FO_1_15 PP1(CE-)3_FO_1_27 Ap Ap PPFO(CE-)X5_6 DAQ_1_4
3848 36 8 3 FO 1088.370 338.350 0 6 1172.100 290.000 1172.100 386.700 1088.400 435.000 1004.600 386.700 1004.600 290.000 1088.400 241.700 1172.100 290.000 1 1.000 2.000 0.232 1.000 0.231 1.000 11 1 False 3 3.600 0 17.269 0 3608030 3608030 0 2 1 1 PP0(CE-)L36/C01_FO_1 PP0(CE-)L36/C01_FO_3 A A PP1(CE-)3_FO_1_15 PP1(CE-)3_FO_1_27 Ap Ap PPFO(CE-)X5_6 DAQ_1_4
3859 36 9 3 FO 1255.810 338.350 0 6 1339.500 290.000 1339.500 386.700 1255.800 435.000 1172.100 386.700 1172.100 290.000 1255.800 241.700 1339.500 290.000 1 1.000 2.000 0.225 1.000 0.225 1.000 11 1 False 3 3.600 0 15.079 0 3609030 3609030 0 2 1 1 PP0(CE-)L36/C01_FO_1 PP0(CE-)L36/C01_FO_3 A A PP1(CE-)3_FO_1_15 PP1(CE-)3_FO_1_27 Ap Ap PPFO(CE-)X5_6 DAQ_1_4
3868 36 10 3 bOe 1423.250 338.350 1 5 1507.000 290.000 1423.200 435.000 1339.500 386.700 1339.500 290.000 1423.200 241.700 1507.000 290.000 0.000 0.000 1 1.000 2.000 0.197 1.000 0.197 1.000 11 1 False 3 3.600 0 13.373 0 3610030 3610030 0 2 1 1 PP0(CE-)L36/C01_FO_1 PP0(CE-)L36/C01_FO_3 A A PP1(CE-)3_FO_1_15 PP1(CE-)3_FO_1_27 Ap Ap PPFO(CE-)X5_6 DAQ_1_4
3838 36 7 4 FO 837.200 483.360 0 6 920.900 435.000 920.900 531.700 837.200 580.000 753.500 531.700 753.500 435.000 837.200 386.700 920.900 435.000 1 1.000 2.000 0.248 1.000 0.246 1.000 12 0 False 3 3.600 0 30.000 0 3607040 3607040 0 2 1 1 PP0(CE-)L36/C01_FO_1 PP0(CE-)L36/C01_FO_3 A A PP1(CE-)3_FO_1_15 PP1(CE-)3_FO_1_27 Ap Ap PPFO(CE-)X5_6 DAQ_1_4
3849 36 8 4 FO 1004.640 483.360 0 6 1088.400 435.000 1088.400 531.700 1004.600 580.000 920.900 531.700 920.900 435.000 1004.600 386.700 1088.400 435.000 1 1.000 2.000 0.234 1.000 0.233 1.000 12 0 True 3 3.600 0 25.693 0 3608040 3608040 0 2 1 1 PP0(CE-)L36/C01_FO_1 PP0(CE-)L36/C01_FO_3 A A PP1(CE-)3_FO_1_15 PP1(CE-)3_FO_1_27 Ap Ap PPFO(CE-)X5_6 DAQ_1_4
3860 36 9 4 FO 1172.090 483.360 0 6 1255.800 435.000 1255.800 531.700 1172.100 580.000 1088.400 531.700 1088.400 435.000 1172.100 386.700 1255.800 435.000 1 1.000 2.000 0.227 1.000 0.227 1.000 12 1 False 3 3.600 0 22.411 0 3609040 3609040 0 2 1 1 PP0(CE-)L36/C01_FO_1 PP0(CE-)L36/C01_FO_3 A A PP1(CE-)3_FO_1_15 PP1(CE-)3_FO_1_27 Ap Ap PPFO(CE-)X5_6 DAQ_1_4
3861 36 9 5 FO 1088.370 628.370 4 6 1172.100 580.000 1172.100 676.700 1088.400 725.000 1004.600 676.700 1004.600 580.000 1088.400 531.700 1172.100 580.000 1 1.000 2.000 0.227 1.000 0.226 1.000 12 0 False 3 3.600 0 30.000 0 3609050 3609050 0 2 1 1 PP0(CE-)L36/C01_FO_1 PP0(CE-)L36/C01_FO_3 A A PP1(CE-)3_FO_1_15 PP1(CE-)3_FO_1_27 Ap Ap PPFO(CE-)X5_6 DAQ_1_4
3869 36 10 4 FOe 1339.530 483.360 0 6 1423.200 435.000 1423.200 531.700 1339.500 580.000 1255.800 531.700 1255.800 435.000 1339.500 386.700 1423.200 435.000 1 1.000 2.000 0.223 1.000 0.223 1.000 12 1 False 3 3.600 0 19.842 0 3610040 3610040 0 2 1 1 PP0(CE-)L36/C01_FO_1 PP0(CE-)L36/C01_FO_3 A A PP1(CE-)3_FO_1_15 PP1(CE-)3_FO_1_27 Ap Ap PPFO(CE-)X5_6 DAQ_1_4
3870 36 10 5 FO 1255.810 628.370 4 6 1339.500 580.000 1339.500 676.700 1255.800 725.000 1172.100 676.700 1172.100 580.000 1255.800 531.700 1339.500 580.000 1 1.000 2.000 0.247 1.000 0.247 1.000 12 1 False 3 3.600 0 26.582 0 3610050 3610050 0 2 1 1 PP0(CE-)L36/C01_FO_1 PP0(CE-)L36/C01_FO_3 A A PP1(CE-)3_FO_1_15 PP1(CE-)3_FO_1_27 Ap Ap PPFO(CE-)X5_6 DAQ_1_4
3875 36 11 5 cOe 1423.250 628.370 0 3 1423.200 531.700 1339.500 676.700 1339.500 580.000 1423.200 531.700 0.000 0.000 0.000 0.000 0.000 0.000 1 0.000 0.000 0.000 0.000 0.000 0.000 12 1 False 3 3.600 0 23.822 0 3611050 3611050 0 2 1 1 PP0(CE-)L36/C01_FO_1 PP0(CE-)L36/C01_FO_3 A A PP1(CE-)3_FO_1_15 PP1(CE-)3_FO_1_27 Ap Ap PPFO(CE-)X5_6 DAQ_1_4
3876 36 11 6 cOe 1339.530 773.380 0 3 1339.500 676.700 1255.800 821.700 1255.800 725.000 1339.500 676.700 0.000 0.000 0.000 0.000 0.000 0.000 1 0.000 0.000 0.000 0.000 0.000 0.000 12 1 False 3 3.600 0 30.000 0 3611060 3611060 0 2 1 1 PP0(CE-)L36/C01_FO_1 PP0(CE-)L36/C01_FO_3 A A PP1(CE-)3_FO_1_15 PP1(CE-)3_FO_1_27 Ap Ap PPFO(CE-)X5_6 DAQ_1_4
3850 36 8 5 FO 920.920 628.370 4 6 1004.600 580.000 1004.600 676.700 920.900 725.000 837.200 676.700 837.200 580.000 920.900 531.700 1004.600 580.000 2 1.000 2.000 0.234 1.000 0.234 1.000 13 1 False 3 3.600 0 34.307 0 3608050 3608050 0 2 1 1 PP0(CE-)L36/C02_FO_1 PP0(CE-)L36/C02_FO_4 A B PP1(CE-)5_FO_2_13 PP1(CE-)5_FO_2_17 Ap Ap PPFO(CE-)X5_5 DAQ_1_3
3862 36 9 6 FO 1004.640 773.380 4 6 1088.400 725.000 1088.400 821.700 1004.600 870.000 920.900 821.700 920.900 725.000 1004.600 676.700 1088.400 725.000 2 1.000 2.000 0.227 1.000 0.226 1.000 13 0 True 3 3.600 0 37.589 0 3609060 3609060 0 2 1 1 PP0(CE-)L36/C02_FO_1 PP0(CE-)L36/C02_FO_4 A B PP1(CE-)5_FO_2_13 PP1(CE-)5_FO_2_17 Ap Ap PPFO(CE-)X5_5 DAQ_1_3
3871 36 10 6 FO 1172.090 773.380 0 6 1255.800 725.000 1255.800 821.700 1172.100 870.000 1088.400 821.700 1088.400 725.000 1172.100 676.700 1255.800 725.000 2 1.000 2.000 0.247 1.000 0.247 1.000 13 0 False 3 3.600 0 33.418 0 3610060 3610060 0 2 1 1 PP0(CE-)L36/C02_FO_1 PP0(CE-)L36/C02_FO_4 A B PP1(CE-)5_FO_2_13 PP1(CE-)5_FO_2_17 Ap Ap PPFO(CE-)X5_5 DAQ_1_3
3872 36 10 7 FOe 1088.370 918.380 4 6 1172.100 870.000 1172.100 966.700 1088.400 1015.100 1004.600 966.700 1004.600 870.000 1088.400 821.700 1172.100 870.000 2 1.000 2.000 0.247 1.000 0.247 1.000 13 0 False 3 3.600 0 40.158 0 3610070 3610070 0 2 1 1 PP0(CE-)L36/C02_FO_1 PP0(CE-)L36/C02_FO_4 A B PP1(CE-)5_FO_2_13 PP1(CE-)5_FO_2_17 Ap Ap PPFO(CE-)X5_5 DAQ_1_3
3877 36 11 7 cOe 1255.810 918.380 0 3 1255.800 821.700 1172.100 966.700 1172.100 870.000 1255.800 821.700 0.000 0.000 0.000 0.000 0.000 0.000 2 0.000 0.000 0.000 0.000 0.000 0.000 13 0 False 3 3.600 0 36.178 0 3611070 3611070 0 2 1 1 PP0(CE-)L36/C02_FO_1 PP0(CE-)L36/C02_FO_4 A B PP1(CE-)5_FO_2_13 PP1(CE-)5_FO_2_17 Ap Ap PPFO(CE-)X5_5 DAQ_1_3
3792 36 3 1 aMeT 418.600 48.340 3 4 418.600 145.000 418.600 -48.300 502.300 -0.000 502.300 96.700 418.600 145.000 0.000 0.000 0.000 0.000 1 1.000 2.000 0.393 1.000 0.393 1.000 14 0 False 3 3.600 0 6.587 0 3603010 3603010 0 2 1 1 PP0(CE-)L36/C01_FO_1 PP0(CE-)L36/C01_FO_3 A A PP1(CE-)3_FO_1_15 PP1(CE-)3_FO_1_27 Ap Ap PPFO(CE-)X5_6 DAQ_1_4
3802 36 4 1 FM 586.040 48.340 0 6 669.800 -0.000 669.800 96.700 586.000 145.000 502.300 96.700 502.300 -0.000 586.000 -48.300 669.800 -0.000 1 1.000 2.000 0.512 1.000 0.469 1.000 14 0 False 3 3.600 0 4.715 0 3604010 3604010 0 2 1 1 PP0(CE-)L36/C01_FO_1 PP0(CE-)L36/C01_FO_3 A A PP1(CE-)3_FO_1_15 PP1(CE-)3_FO_1_27 Ap Ap PPFO(CE-)X5_6 DAQ_1_4
3813 36 5 1 FO 753.480 48.340 0 6 837.200 -0.000 837.200 96.700 753.500 145.000 669.800 96.700 669.800 -0.000 753.500 -48.300 837.200 -0.000 1 1.000 2.000 0.307 1.000 0.295 1.000 14 0 False 3 3.600 0 3.671 0 3605010 3605010 0 2 1 1 PP0(CE-)L36/C01_FO_1 PP0(CE-)L36/C01_FO_3 A A PP1(CE-)3_FO_1_15 PP1(CE-)3_FO_1_27 Ap Ap PPFO(CE-)X5_6 DAQ_1_4
3824 36 6 1 FO 920.920 48.340 0 6 1004.600 -0.000 1004.600 96.700 920.900 145.000 837.200 96.700 837.200 -0.000 920.900 -48.300 1004.600 -0.000 1 1.000 2.000 0.255 1.000 0.253 1.000 14 0 True 3 3.600 0 3.005 0 3606010 3606010 0 2 1 1 PP0(CE-)L36/C01_FO_1 PP0(CE-)L36/C01_FO_3 A A PP1(CE-)3_FO_1_15 PP1(CE-)3_FO_1_27 Ap Ap PPFO(CE-)X5_6 DAQ_1_4
3835 36 7 1 FO 1088.370 48.340 0 6 1172.100 -0.000 1172.100 96.700 1088.400 145.000 1004.600 96.700 1004.600 -0.000 1088.400 -48.300 1172.100 -0.000 1 1.000 2.000 0.236 1.000 0.235 1.000 14 1 False 3 3.600 0 2.543 0 3607010 3607010 0 2 1 1 PP0(CE-)L36/C01_FO_1 PP0(CE-)L36/C01_FO_3 A A PP1(CE-)3_FO_1_15 PP1(CE-)3_FO_1_27 Ap Ap PPFO(CE-)X5_6 DAQ_1_4
3846 36 8 1 FO 1255.810 48.340 0 6 1339.500 -0.000 1339.500 96.700 1255.800 145.000 1172.100 96.700 1172.100 -0.000 1255.800 -48.300 1339.500 -0.000 1 1.000 2.000 0.227 1.000 0.227 1.000 14 1 False 3 3.600 0 2.204 0 3608010 3608010 0 2 1 1 PP0(CE-)L36/C01_FO_1 PP0(CE-)L36/C01_FO_3 A A PP1(CE-)3_FO_1_15 PP1(CE-)3_FO_1_27 Ap Ap PPFO(CE-)X5_6 DAQ_1_4
3857 36 9 1 FOe 1423.250 48.340 0 6 1507.000 -0.000 1507.000 96.700 1423.200 145.000 1339.500 96.700 1339.500 -0.000 1423.200 -48.300 1507.000 -0.000 1 1.000 2.000 0.222 1.000 0.222 1.000 14 1 False 3 3.600 0 1.945 0 3609010 3609010 0 2 1 1 PP0(CE-)L36/C01_FO_1 PP0(CE-)L36/C01_FO_3 A A PP1(CE-)3_FO_1_15 PP1(CE-)3_FO_1_27 Ap Ap PPFO(CE-)X5_6 DAQ_1_4
3803 36 4 2 FMe 502.320 193.340 0 6 586.000 145.000 586.000 241.700 502.300 290.000 418.600 241.700 418.600 145.000 502.300 96.700 586.000 145.000 1 1.000 2.000 0.571 1.000 0.530 1.000 15 0 False 3 3.600 0 21.051 0 3604020 3604020 0 2 1 1 PP0(CE-)L36/C01_FO_1 PP0(CE-)L36/C01_FO_4 A B PP1(CE-)3_FO_1_15 PP1(CE-)3_FO_1_20 Ap Ap PPFO(CE-)X5_6 DAQ_1_4
3814 36 5 2 FM 669.760 193.340 0 6 753.500 145.000 753.500 241.700 669.800 290.000 586.000 241.700 586.000 145.000 669.800 96.700 753.500 145.000 1 1.000 2.000 0.372 1.000 0.344 1.000 15 0 False 3 3.600 0 16.102 0 3605020 3605020 0 2 1 1 PP0(CE-)L36/C01_FO_1 PP0(CE-)L36/C01_FO_4 A B PP1(CE-)3_FO_1_15 PP1(CE-)3_FO_1_20 Ap Ap PPFO(CE-)X5_6 DAQ_1_4
3825 36 6 2 FO 837.200 193.340 0 6 920.900 145.000 920.900 241.700 837.200 290.000 753.500 241.700 753.500 145.000 837.200 96.700 920.900 145.000 1 1.000 2.000 0.269 1.000 0.264 1.000 15 0 True 3 3.600 0 13.004 0 3606020 3606020 0 2 1 1 PP0(CE-)L36/C01_FO_1 PP0(CE-)L36/C01_FO_4 A B PP1(CE-)3_FO_1_15 PP1(CE-)3_FO_1_20 Ap Ap PPFO(CE-)X5_6 DAQ_1_4
3836 36 7 2 FO 1004.640 193.340 0 6 1088.400 145.000 1088.400 241.700 1004.600 290.000 920.900 241.700 920.900 145.000 1004.600 96.700 1088.400 145.000 1 1.000 2.000 0.243 1.000 0.241 1.000 15 1 False 3 3.600 0 10.893 0 3607020 3607020 0 2 1 1 PP0(CE-)L36/C01_FO_1 PP0(CE-)L36/C01_FO_4 A B PP1(CE-)3_FO_1_15 PP1(CE-)3_FO_1_20 Ap Ap PPFO(CE-)X5_6 DAQ_1_4
3847 36 8 2 FO 1172.090 193.340 0 6 1255.800 145.000 1255.800 241.700 1172.100 290.000 1088.400 241.700 1088.400 145.000 1172.100 96.700 1255.800 145.000 1 1.000 2.000 0.230 1.000 0.230 1.000 15 1 False 3 3.600 0 9.367 0 3608020 3608020 0 2 1 1 PP0(CE-)L36/C01_FO_1 PP0(CE-)L36/C01_FO_4 A B PP1(CE-)3_FO_1_15 PP1(CE-)3_FO_1_20 Ap Ap PPFO(CE-)X5_6 DAQ_1_4
