plane u v itype typecode x0 y0 irot nvertices vx_0 vy_0 vx_1 vy_1 vx_2 vy_2 vx_3 vy_3 vx_4 vy_4 vx_5 vy_5 vx_6 vy_6 icassette trigRate trigLinks dataRate_ld dataLinks_ld dataRate_hd dataLinks_hd MB wagon isEngine nROCs power mrot phi HDorLD hash hash_hdld isSiPM engine_trig_fibres engine_data_fibres engine_ctrl_fibres dataPp0 trigPp0 dataPp0_type trigPp0_type dataPp1 trigPp1 dataPp1_type trigPp1_type dataPp2 DAQ
10 3 8 FO ML-F3W 167.640 1166.178 1.000 6 83.845 1117.776 83.861 1214.549 167.692 1262.949 251.421 1214.526 251.492 1117.803 167.661 1069.403 83.845 1117.776 2 0.000 0.000 0.510 1.000 0.486 1.000 106 1 False 3 3.600 0 81.820 0 1003080 1003080 0 0 1 1 PP0(CE-)L10/C02_FO_1_1 None A None PP1(CE-)11_FO_1_4 None Ap None PPFO(CE-)X5_17 DAQ_2_4
10 3 9 FO ML-F3W 251.465 1311.350 1.000 6 167.692 1262.949 167.571 1359.759 251.489 1408.209 335.268 1359.699 335.339 1262.976 251.421 1214.526 167.692 1262.949 2 0.000 0.000 0.400 1.000 0.390 1.000 106 1 False 3 3.600 0 79.145 0 1003090 1003090 0 0 1 1 PP0(CE-)L10/C02_FO_1_1 None A None PP1(CE-)11_FO_1_4 None Ap None PPFO(CE-)X5_17 DAQ_2_4
10 3 10 dOeL ML-L3W 335.279 1456.539 3.000 5 251.489 1408.209 251.547 1456.508 419.194 1456.536 419.099 1408.099 335.268 1359.699 251.489 1408.209 0.000 0.000 2 0.000 0.000 0.191 1.000 0.191 1.000 106 1 False 2 2.400 0 77.037 0 1003100 1003100 0 0 1 1 PP0(CE-)L10/C02_FO_1_1 None A None PP1(CE-)11_FO_1_4 None Ap None PPFO(CE-)X5_17 DAQ_2_4
10 4 0 FI MH-F2W -674.660 2.370 0.000 6 -674.700 -94.400 -758.500 -46.000 -758.500 50.700 -674.700 99.200 -590.800 50.700 -590.800 -46.000 -674.700 -94.400 1 0.000 0.000 1.464 2.000 1.486 2.000 0 0 True 6 7.200 0 179.799 1 1004000 1004001 0 0 2 2 PP0(CE-)L10/C01_FO_1_2 None A None PP1(CE-)5_FO_1_5 None Ap None PPFO(CE-)X5_7 DAQ_1_5
10 4 1 FI MH-F1W -590.840 147.550 5.000 6 -590.800 50.700 -674.700 99.200 -674.700 195.900 -590.800 244.400 -507.000 195.900 -507.000 99.200 -590.800 50.700 1 0.000 0.000 1.696 2.000 1.749 2.000 1 0 False 6 7.200 0 165.978 1 1004010 1004011 0 0 1 1 PP0(CE-)L10/C01_FO_1_1 None A None PP1(CE-)5_FO_1_4 None Ap None PPFO(CE-)X5_7 DAQ_1_5
10 4 2 FI MH-F1W -507.020 292.730 5.000 6 -507.000 195.900 -590.800 244.400 -590.800 341.200 -507.000 389.500 -423.200 341.200 -423.200 244.400 -507.000 195.900 1 0.000 0.000 1.793 2.000 1.866 2.000 3 0 False 6 7.200 0 150.000 1 1004020 1004021 0 0 2 2 PP0(CE-)L10/C01_FO_1_3 None C None PP1(CE-)5_FO_1_6 None Ap None PPFO(CE-)X5_3 DAQ_1_2
10 4 3 FI MH-F1W -423.200 437.900 5.000 6 -423.200 341.200 -507.000 389.500 -507.000 486.300 -423.200 534.700 -339.400 486.300 -339.400 389.500 -423.200 341.200 1 0.000 0.000 1.694 2.000 1.746 2.000 2 0 False 6 7.200 0 134.022 1 1004030 1004031 0 0 2 2 PP0(CE-)L10/C01_FO_1_2 None A None PP1(CE-)5_FO_1_5 None Ap None PPFO(CE-)X5_7 DAQ_1_5
10 4 4 FI MH-F2W -335.278 585.458 5.000 6 -419.103 537.107 -419.087 633.880 -335.343 682.230 -251.440 633.907 -251.493 536.998 -335.237 488.648 -419.103 537.107 2 0.000 0.000 1.464 2.000 1.486 2.000 100 0 True 6 7.200 0 119.799 1 1004040 1004041 0 0 2 2 PP0(CE-)L10/C02_FO_1_2 None A None PP1(CE-)11_FO_1_5 None Ap None PPFO(CE-)X5_17 DAQ_2_5
10 4 5 FI MH-F2W -251.458 730.638 4.000 6 -335.343 682.230 -335.240 779.053 -251.496 827.403 -167.593 779.080 -167.696 682.257 -251.440 633.907 -335.343 682.230 2 0.000 0.000 1.220 2.000 1.229 2.000 101 0 False 6 7.200 0 108.992 1 1004050 1004051 0 0 1 1 PP0(CE-)L10/C02_FO_1_1 None A None PP1(CE-)11_FO_1_4 None Ap None PPFO(CE-)X5_17 DAQ_2_4
10 4 6 FM ML-F2W -167.638 875.818 5.000 6 -251.496 827.403 -251.393 924.226 -167.562 972.626 -83.833 924.203 -83.762 827.480 -167.593 779.080 -251.496 827.403 2 0.000 0.000 0.778 1.000 0.733 1.000 107 1 False 3 3.600 0 100.836 0 1004060 1004060 0 0 1 1 PP0(CE-)L10/C02_FO_1_1 None A None PP1(CE-)11_FO_1_4 None Ap None PPFO(CE-)X5_17 DAQ_2_4
10 4 7 FM ML-F3W -83.827 1020.993 5.000 6 -167.562 972.626 -167.633 1069.349 -83.802 1117.749 0.014 1069.376 -0.002 972.603 -83.833 924.203 -167.562 972.626 2 0.000 0.000 0.646 1.000 0.614 1.000 110 1 False 3 3.600 0 94.694 0 1004070 1004070 0 0 1 1 PP0(CE-)L10/C02_FO_1_2 None A None PP1(CE-)11_FO_1_5 None Ap None PPFO(CE-)X5_17 DAQ_2_5
10 4 8 FO ML-F3W 0.006 1166.170 5.000 6 -83.802 1117.749 -83.836 1214.609 -0.005 1263.009 83.861 1214.549 83.845 1117.776 0.014 1069.376 -83.802 1117.749 2 0.000 0.000 0.519 1.000 0.494 1.000 111 1 False 3 3.600 0 90.000 0 1004080 1004080 0 0 1 1 PP0(CE-)L10/C02_FO_1_3 None C None PP1(CE-)11_FO_1_6 None Ap None PPFO(CE-)X5_13 DAQ_2_2
10 4 9 FO ML-F3W 83.820 1311.359 1.000 6 -0.005 1263.009 0.011 1359.782 83.842 1408.182 167.571 1359.759 167.692 1262.949 83.861 1214.549 -0.005 1263.009 2 0.000 0.000 0.415 1.000 0.403 1.000 111 1 False 3 3.600 0 86.343 0 1004090 1004090 0 0 1 1 PP0(CE-)L10/C02_FO_1_3 None C None PP1(CE-)11_FO_1_6 None Ap None PPFO(CE-)X5_13 DAQ_2_2
10 4 10 dOeL ML-L3W 167.640 1456.539 3.000 5 83.842 1408.182 83.813 1456.431 251.547 1456.508 251.489 1408.209 167.571 1359.759 83.842 1408.182 0.000 0.000 2 0.000 0.000 0.191 1.000 0.191 1.000 111 1 False 2 2.400 0 83.434 0 1004100 1004100 0 0 1 1 PP0(CE-)L10/C02_FO_1_3 None C None PP1(CE-)11_FO_1_6 None Ap None PPFO(CE-)X5_13 DAQ_2_2
10 5 0 FM ML-F2W -842.300 2.370 0.000 6 -842.300 -94.400 -926.100 -46.000 -926.100 50.700 -842.300 99.200 -758.500 50.700 -758.500 -46.000 -842.300 -94.400 1 0.000 0.000 0.835 1.000 0.784 1.000 9 1 False 3 3.600 0 179.839 0 1005000 1005000 0 0 1 1 PP0(CE-)L10/C01_FO_1_2 None A None PP1(CE-)5_FO_1_5 None Ap None PPFO(CE-)X5_7 DAQ_1_5
10 5 1 FI MH-F2W -758.480 147.550 5.000 6 -758.500 50.700 -842.300 99.200 -842.300 195.900 -758.500 244.400 -674.700 195.900 -674.700 99.200 -758.500 50.700 1 0.000 0.000 1.220 2.000 1.229 2.000 1 0 False 6 7.200 0 168.992 1 1005010 1005011 0 0 1 1 PP0(CE-)L10/C01_FO_1_1 None A None PP1(CE-)5_FO_1_4 None Ap None PPFO(CE-)X5_7 DAQ_1_5
10 5 2 FI MH-F2W -674.660 292.730 5.000 6 -674.700 195.900 -758.500 244.400 -758.500 341.200 -674.700 389.500 -590.800 341.200 -590.800 244.400 -674.700 195.900 1 0.000 0.000 1.302 2.000 1.318 2.000 1 0 True 6 7.200 0 156.544 1 1005020 1005021 0 0 1 1 PP0(CE-)L10/C01_FO_1_1 None A None PP1(CE-)5_FO_1_4 None Ap None PPFO(CE-)X5_7 DAQ_1_5
10 5 3 FI MH-F2W -590.840 437.900 5.000 6 -590.800 341.200 -674.700 389.500 -674.700 486.300 -590.800 534.700 -507.000 486.300 -507.000 389.500 -590.800 341.200 1 0.000 0.000 1.301 2.000 1.318 2.000 3 0 True 6 7.200 0 143.456 1 1005030 1005031 0 0 2 2 PP0(CE-)L10/C01_FO_1_3 None C None PP1(CE-)5_FO_1_6 None Ap None PPFO(CE-)X5_3 DAQ_1_2
10 5 4 FI MH-F2W -507.020 583.090 5.000 6 -507.000 486.300 -590.800 534.700 -590.800 631.500 -507.000 679.900 -423.200 631.500 -423.200 534.700 -507.000 486.300 1 0.000 0.000 1.221 2.000 1.229 2.000 2 0 True 6 7.200 0 131.008 1 1005040 1005041 0 0 2 2 PP0(CE-)L10/C01_FO_1_2 None A None PP1(CE-)5_FO_1_5 None Ap None PPFO(CE-)X5_7 DAQ_1_5
10 5 5 FM ML-F2W -419.098 730.638 5.000 6 -502.903 682.253 -502.887 779.026 -419.143 827.376 -335.240 779.053 -335.343 682.230 -419.087 633.880 -502.903 682.253 2 0.000 0.000 0.835 1.000 0.784 1.000 109 1 False 3 3.600 0 119.839 0 1005050 1005050 0 0 1 1 PP0(CE-)L10/C02_FO_1_2 None A None PP1(CE-)11_FO_1_5 None Ap None PPFO(CE-)X5_17 DAQ_2_5
10 5 6 FM ML-F3W -335.278 875.818 5.000 6 -419.143 827.376 -419.040 924.199 -335.296 972.549 -251.393 924.226 -251.496 827.403 -335.240 779.053 -419.143 827.376 2 0.000 0.000 0.740 1.000 0.700 1.000 108 1 False 3 3.600 0 110.948 0 1005060 1005060 0 0 1 1 PP0(CE-)L10/C02_FO_1_1 None A None PP1(CE-)11_FO_1_4 None Ap None PPFO(CE-)X5_17 DAQ_2_4
10 5 7 FO ML-F3W -251.453 1020.990 5.000 6 -335.296 972.549 -335.243 1069.459 -251.412 1117.859 -167.633 1069.349 -167.562 972.626 -251.393 924.226 -335.296 972.549 2 0.000 0.000 0.620 1.000 0.586 1.000 107 1 False 3 3.600 0 103.836 0 1005070 1005070 0 0 1 1 PP0(CE-)L10/C02_FO_1_1 None A None PP1(CE-)11_FO_1_4 None Ap None PPFO(CE-)X5_17 DAQ_2_4
10 5 8 FO ML-F3W -167.647 1166.174 5.000 6 -251.412 1117.859 -251.483 1214.582 -167.652 1262.982 -83.836 1214.609 -83.802 1117.749 -167.633 1069.349 -251.412 1117.859 2 0.000 0.000 0.508 1.000 0.485 1.000 110 1 False 3 3.600 0 98.181 0 1005080 1005080 0 0 1 1 PP0(CE-)L10/C02_FO_1_2 None A None PP1(CE-)11_FO_1_5 None Ap None PPFO(CE-)X5_17 DAQ_2_5
10 5 9 FO ML-F3W -83.819 1311.359 5.000 6 -167.652 1262.982 -167.636 1359.754 -83.805 1408.154 0.011 1359.782 -0.005 1263.009 -83.836 1214.609 -167.652 1262.982 2 0.000 0.000 0.415 1.000 0.403 1.000 111 0 True 3 3.600 0 93.657 0 1005090 1005090 0 0 1 1 PP0(CE-)L10/C02_FO_1_3 None C None PP1(CE-)11_FO_1_6 None Ap None PPFO(CE-)X5_13 DAQ_2_2
10 5 10 dOeL ML-L3W 0.000 1456.539 3.000 5 -83.805 1408.154 -83.884 1456.491 83.813 1456.431 83.842 1408.182 0.011 1359.782 -83.805 1408.154 0.000 0.000 2 0.000 0.000 0.190 1.000 0.190 1.000 111 0 False 2 2.400 0 90.000 0 1005100 1005100 0 0 1 1 PP0(CE-)L10/C02_FO_1_3 None C None PP1(CE-)11_FO_1_6 None Ap None PPFO(CE-)X5_13 DAQ_2_2
10 6 0 FM ML-F3W -1009.930 2.370 0.000 6 -1009.900 -94.400 -1093.800 -46.000 -1093.800 50.700 -1009.900 99.200 -926.100 50.700 -926.100 -46.000 -1009.900 -94.400 1 0.000 0.000 0.662 1.000 0.628 1.000 9 1 False 3 3.600 0 179.866 0 1006000 1006000 0 0 1 1 PP0(CE-)L10/C01_FO_1_2 None A None PP1(CE-)5_FO_1_5 None Ap None PPFO(CE-)X5_7 DAQ_1_5
10 6 1 FM ML-F3W -926.120 147.550 0.000 6 -926.100 50.700 -1009.900 99.200 -1009.900 195.900 -926.100 244.400 -842.300 195.900 -842.300 99.200 -926.100 50.700 1 0.000 0.000 0.740 1.000 0.700 1.000 8 1 False 3 3.600 0 170.948 0 1006010 1006010 0 0 1 1 PP0(CE-)L10/C01_FO_1_1 None A None PP1(CE-)5_FO_1_4 None Ap None PPFO(CE-)X5_7 DAQ_1_5
10 6 2 FM ML-F2W -842.300 292.730 0.000 6 -842.300 195.900 -926.100 244.400 -926.100 341.200 -842.300 389.500 -758.500 341.200 -758.500 244.400 -842.300 195.900 1 0.000 0.000 0.778 1.000 0.733 1.000 7 1 False 3 3.600 0 160.836 0 1006020 1006020 0 0 1 1 PP0(CE-)L10/C01_FO_1_1 None A None PP1(CE-)5_FO_1_4 None Ap None PPFO(CE-)X5_7 DAQ_1_5
10 6 3 FM ML-F2W -758.480 437.900 2.000 6 -758.500 341.200 -842.300 389.500 -842.300 486.300 -758.500 534.700 -674.700 486.300 -674.700 389.500 -758.500 341.200 1 0.000 0.000 0.794 1.000 0.747 1.000 6 0 False 3 3.600 0 150.000 0 1006030 1006030 0 0 1 1 PP0(CE-)L10/C01_FO_1_1 None A None PP1(CE-)5_FO_1_4 None Ap None PPFO(CE-)X5_7 DAQ_1_5
10 6 4 FM ML-F2W -674.660 583.090 2.000 6 -674.700 486.300 -758.500 534.700 -758.500 631.500 -674.700 679.900 -590.800 631.500 -590.800 534.700 -674.700 486.300 1 0.000 0.000 0.779 1.000 0.733 1.000 5 0 False 3 3.600 0 139.164 0 1006040 1006040 0 0 1 1 PP0(CE-)L10/C01_FO_1_1 None A None PP1(CE-)5_FO_1_4 None Ap None PPFO(CE-)X5_7 DAQ_1_5
10 6 5 FM ML-F3W -590.840 728.270 2.000 6 -590.800 631.500 -674.700 679.900 -674.700 776.700 -590.800 825.000 -507.000 776.700 -507.000 679.900 -590.800 631.500 1 0.000 0.000 0.739 1.000 0.698 1.000 4 0 False 3 3.600 0 129.052 0 1006050 1006050 0 0 1 1 PP0(CE-)L10/C01_FO_1_1 None A None PP1(CE-)5_FO_1_4 None Ap None PPFO(CE-)X5_7 DAQ_1_5
10 6 6 FM ML-F3W -502.913 875.810 5.000 6 -586.703 827.399 -586.737 924.259 -502.993 972.609 -419.040 924.199 -419.143 827.376 -502.887 779.026 -586.703 827.399 2 0.000 0.000 0.662 1.000 0.628 1.000 109 1 False 3 3.600 0 119.866 0 1006060 1006060 0 0 1 1 PP0(CE-)L10/C02_FO_1_2 None A None PP1(CE-)11_FO_1_5 None Ap None PPFO(CE-)X5_17 DAQ_2_5
10 6 7 FO ML-F3W -419.098 1020.999 5.000 6 -502.993 972.609 -502.890 1069.432 -419.146 1117.782 -335.243 1069.459 -335.296 972.549 -419.040 924.199 -502.993 972.609 2 0.000 0.000 0.574 1.000 0.543 1.000 108 1 False 3 3.600 0 112.317 0 1006070 1006070 0 0 1 1 PP0(CE-)L10/C02_FO_1_1 None A None PP1(CE-)11_FO_1_4 None Ap None PPFO(CE-)X5_17 DAQ_2_4
10 6 8 FO ML-F3W -335.278 1166.179 5.000 6 -419.146 1117.782 -419.043 1214.604 -335.212 1263.004 -251.483 1214.582 -251.412 1117.859 -335.243 1069.459 -419.146 1117.782 2 0.000 0.000 0.485 1.000 0.464 1.000 107 0 True 3 3.600 0 106.040 0 1006080 1006080 0 0 1 1 PP0(CE-)L10/C02_FO_1_1 None A None PP1(CE-)11_FO_1_4 None Ap None PPFO(CE-)X5_17 DAQ_2_4
10 6 9 FO ML-F3W -251.467 1311.354 5.000 6 -335.212 1263.004 -335.283 1359.727 -251.452 1408.127 -167.636 1359.754 -167.652 1262.982 -251.483 1214.582 -335.212 1263.004 2 0.000 0.000 0.401 1.000 0.391 1.000 110 0 True 3 3.600 0 100.855 0 1006090 1006090 0 0 1 1 PP0(CE-)L10/C02_FO_1_2 None A None PP1(CE-)11_FO_1_5 None Ap None PPFO(CE-)X5_17 DAQ_2_5
10 6 10 dOeR ML-R3W -167.639 1456.540 0.000 5 -251.452 1408.127 -251.444 1456.514 -83.884 1456.491 -83.805 1408.154 -167.636 1359.754 -251.452 1408.127 0.000 0.000 2 0.000 0.000 0.190 1.000 0.190 1.000 111 0 False 2 2.400 0 96.566 0 1006100 1006100 0 0 1 1 PP0(CE-)L10/C02_FO_1_3 None C None PP1(CE-)11_FO_1_6 None Ap None PPFO(CE-)X5_13 DAQ_2_2
10 7 0 FO ML-F3W -1177.580 2.370 0.000 6 -1177.600 -94.400 -1261.400 -46.000 -1261.400 50.700 -1177.600 99.200 -1093.800 50.700 -1093.800 -46.000 -1177.600 -94.400 1 0.000 0.000 0.506 1.000 0.483 1.000 9 0 True 3 3.600 0 179.885 0 1007000 1007000 0 0 1 1 PP0(CE-)L10/C01_FO_1_2 None A None PP1(CE-)5_FO_1_5 None Ap None PPFO(CE-)X5_7 DAQ_1_5
10 7 1 FO ML-F3W -1093.760 147.550 0.000 6 -1093.800 50.700 -1177.600 99.200 -1177.600 195.900 -1093.800 244.400 -1009.900 195.900 -1009.900 99.200 -1093.800 50.700 1 0.000 0.000 0.574 1.000 0.543 1.000 8 1 False 3 3.600 0 172.317 0 1007010 1007010 0 0 1 1 PP0(CE-)L10/C01_FO_1_1 None A None PP1(CE-)5_FO_1_4 None Ap None PPFO(CE-)X5_7 DAQ_1_5
10 7 2 FO ML-F3W -1009.930 292.730 0.000 6 -1009.900 195.900 -1093.800 244.400 -1093.800 341.200 -1009.900 389.500 -926.100 341.200 -926.100 244.400 -1009.900 195.900 1 0.000 0.000 0.620 1.000 0.586 1.000 7 1 False 3 3.600 0 163.836 0 1007020 1007020 0 0 1 1 PP0(CE-)L10/C01_FO_1_1 None A None PP1(CE-)5_FO_1_4 None Ap None PPFO(CE-)X5_7 DAQ_1_5
10 7 3 FM ML-F3W -926.120 437.900 0.000 6 -926.100 341.200 -1009.900 389.500 -1009.900 486.300 -926.100 534.700 -842.300 486.300 -842.300 389.500 -926.100 341.200 1 0.000 0.000 0.646 1.000 0.614 1.000 10 1 False 3 3.600 0 154.694 0 1007030 1007030 0 0 1 1 PP0(CE-)L10/C01_FO_1_2 None A None PP1(CE-)5_FO_1_5 None Ap None PPFO(CE-)X5_7 DAQ_1_5
10 7 4 FM ML-F3W -842.300 583.090 2.000 6 -842.300 486.300 -926.100 534.700 -926.100 631.500 -842.300 679.900 -758.500 631.500 -758.500 534.700 -842.300 486.300 1 0.000 0.000 0.648 1.000 0.615 1.000 6 0 True 3 3.600 0 145.307 0 1007040 1007040 0 0 1 1 PP0(CE-)L10/C01_FO_1_1 None A None PP1(CE-)5_FO_1_4 None Ap None PPFO(CE-)X5_7 DAQ_1_5
10 7 5 FO ML-F3W -758.480 728.270 2.000 6 -758.500 631.500 -842.300 679.900 -842.300 776.700 -758.500 825.000 -674.700 776.700 -674.700 679.900 -758.500 631.500 1 0.000 0.000 0.620 1.000 0.586 1.000 5 0 True 3 3.600 0 136.164 0 1007050 1007050 0 0 1 1 PP0(CE-)L10/C01_FO_1_1 None A None PP1(CE-)5_FO_1_4 None Ap None PPFO(CE-)X5_7 DAQ_1_5
10 7 6 FO ML-F3W -674.660 873.450 2.000 6 -674.700 776.700 -758.500 825.000 -758.500 921.900 -674.700 970.200 -590.800 921.900 -590.800 825.000 -674.700 776.700 1 0.000 0.000 0.574 1.000 0.544 1.000 4 0 True 3 3.600 0 127.683 0 1007060 1007060 0 0 1 1 PP0(CE-)L10/C01_FO_1_1 None A None PP1(CE-)5_FO_1_4 None Ap None PPFO(CE-)X5_7 DAQ_1_5
10 7 7 FO ML-F3W -586.738 1020.999 5.000 6 -670.553 972.632 -670.537 1069.404 -586.793 1117.754 -502.890 1069.432 -502.993 972.609 -586.737 924.259 -670.553 972.632 2 0.000 0.000 0.506 1.000 0.483 1.000 109 0 True 3 3.600 0 119.885 0 1007070 1007070 0 0 1 1 PP0(CE-)L10/C02_FO_1_2 None A None PP1(CE-)11_FO_1_5 None Ap None PPFO(CE-)X5_17 DAQ_2_5
10 7 8 FO ML-F3W -502.918 1166.179 5.000 6 -586.793 1117.754 -586.690 1214.577 -502.946 1262.927 -419.043 1214.604 -419.146 1117.782 -502.890 1069.432 -586.793 1117.754 2 0.000 0.000 0.446 1.000 0.430 1.000 108 0 True 3 3.600 0 113.328 0 1007080 1007080 0 0 1 1 PP0(CE-)L10/C02_FO_1_1 None A None PP1(CE-)11_FO_1_4 None Ap None PPFO(CE-)X5_17 DAQ_2_4
10 7 9 FOe ML-F3W -419.098 1311.360 5.000 6 -502.946 1262.927 -502.843 1359.750 -419.012 1408.150 -335.283 1359.727 -335.212 1263.004 -419.043 1214.604 -502.946 1262.927 2 0.000 0.000 0.375 1.000 0.369 1.000 107 0 False 3 3.600 0 107.723 0 1007090 1007090 0 0 1 1 PP0(CE-)L10/C02_FO_1_1 None A None PP1(CE-)11_FO_1_4 None Ap None PPFO(CE-)X5_17 DAQ_2_4
10 7 10 dOeR ML-R3W -335.287 1456.535 0.000 5 -419.012 1408.150 -419.091 1456.487 -251.444 1456.514 -251.452 1408.127 -335.283 1359.727 -419.012 1408.150 0.000 0.000 2 0.000 0.000 0.189 1.000 0.189 1.000 110 0 False 2 2.400 0 102.963 0 1007100 1007100 0 0 1 1 PP0(CE-)L10/C02_FO_1_2 None A None PP1(CE-)11_FO_1_5 None Ap None PPFO(CE-)X5_17 DAQ_2_5
10 8 0 FO ML-F3W -1345.220 2.370 0.000 6 -1345.200 -94.400 -1429.000 -46.000 -1429.000 50.700 -1345.200 99.200 -1261.400 50.700 -1261.400 -46.000 -1345.200 -94.400 1 0.000 0.000 0.390 1.000 0.381 1.000 9 0 False 3 3.600 0 179.899 0 1008000 1008000 0 0 1 1 PP0(CE-)L10/C01_FO_1_2 None A None PP1(CE-)5_FO_1_5 None Ap None PPFO(CE-)X5_7 DAQ_1_5
10 8 1 FO ML-F3W -1261.400 147.550 0.000 6 -1261.400 50.700 -1345.200 99.200 -1345.200 195.900 -1261.400 244.400 -1177.600 195.900 -1177.600 99.200 -1261.400 50.700 1 0.000 0.000 0.446 1.000 0.430 1.000 8 0 True 3 3.600 0 173.328 0 1008010 1008010 0 0 1 1 PP0(CE-)L10/C01_FO_1_1 None A None PP1(CE-)5_FO_1_4 None Ap None PPFO(CE-)X5_7 DAQ_1_5
10 8 2 FO ML-F3W -1177.580 292.730 0.000 6 -1177.600 195.900 -1261.400 244.400 -1261.400 341.200 -1177.600 389.500 -1093.800 341.200 -1093.800 244.400 -1177.600 195.900 1 0.000 0.000 0.485 1.000 0.464 1.000 7 0 True 3 3.600 0 166.040 0 1008020 1008020 0 0 1 1 PP0(CE-)L10/C01_FO_1_1 None A None PP1(CE-)5_FO_1_4 None Ap None PPFO(CE-)X5_7 DAQ_1_5
10 8 3 FO ML-F3W -1093.760 437.900 0.000 6 -1093.800 341.200 -1177.600 389.500 -1177.600 486.300 -1093.800 534.700 -1009.900 486.300 -1009.900 389.500 -1093.800 341.200 1 0.000 0.000 0.508 1.000 0.485 1.000 10 1 False 3 3.600 0 158.181 0 1008030 1008030 0 0 1 1 PP0(CE-)L10/C01_FO_1_2 None A None PP1(CE-)5_FO_1_5 None Ap None PPFO(CE-)X5_7 DAQ_1_5
10 8 4 FO ML-F3W -1009.930 583.090 0.000 6 -1009.900 486.300 -1093.800 534.700 -1093.800 631.500 -1009.900 679.900 -926.100 631.500 -926.100 534.700 -1009.900 486.300 1 0.000 0.000 0.519 1.000 0.494 1.000 11 1 False 3 3.600 0 150.000 0 1008040 1008040 0 0 1 1 PP0(CE-)L10/C01_FO_1_3 None C None PP1(CE-)5_FO_1_6 None Ap None PPFO(CE-)X5_3 DAQ_1_2
10 8 5 FO ML-F3W -926.120 728.270 2.000 6 -926.100 631.500 -1009.900 679.900 -1009.900 776.700 -926.100 825.000 -842.300 776.700 -842.300 679.900 -926.100 631.500 1 0.000 0.000 0.510 1.000 0.486 1.000 6 1 False 3 3.600 0 141.820 0 1008050 1008050 0 0 1 1 PP0(CE-)L10/C01_FO_1_1 None A None PP1(CE-)5_FO_1_4 None Ap None PPFO(CE-)X5_7 DAQ_1_5
10 8 6 FO ML-F3W -842.300 873.450 2.000 6 -842.300 776.700 -926.100 825.000 -926.100 921.900 -842.300 970.200 -758.500 921.900 -758.500 825.000 -842.300 776.700 1 0.000 0.000 0.485 1.000 0.464 1.000 5 1 False 3 3.600 0 133.960 0 1008060 1008060 0 0 1 1 PP0(CE-)L10/C01_FO_1_1 None A None PP1(CE-)5_FO_1_4 None Ap None PPFO(CE-)X5_7 DAQ_1_5
10 8 7 FO ML-F3W -758.480 1018.630 2.000 6 -758.500 921.900 -842.300 970.200 -842.300 1067.000 -758.500 1115.400 -674.700 1067.000 -674.700 970.200 -758.500 921.900 1 0.000 0.000 0.443 1.000 0.428 1.000 4 1 False 3 3.600 0 126.672 0 1008070 1008070 0 0 1 1 PP0(CE-)L10/C01_FO_1_1 None A None PP1(CE-)5_FO_1_4 None Ap None PPFO(CE-)X5_7 DAQ_1_5
10 8 8 FO ML-F3W -670.558 1166.180 5.000 6 -754.353 1117.777 -754.337 1214.550 -670.593 1262.900 -586.690 1214.577 -586.793 1117.754 -670.537 1069.404 -754.353 1117.777 2 0.000 0.000 0.390 1.000 0.381 1.000 109 0 False 3 3.600 0 119.899 0 1008080 1008080 0 0 1 1 PP0(CE-)L10/C02_FO_1_2 None A None PP1(CE-)11_FO_1_5 None Ap None PPFO(CE-)X5_17 DAQ_2_5
10 8 9 bOeLR ML-53W -586.738 1311.360 3.000 5 -670.540 1359.810 -502.843 1359.750 -502.946 1262.927 -586.690 1214.577 -670.593 1262.900 -670.540 1359.810 0.000 0.000 2 0.000 0.000 0.298 1.000 0.298 1.000 108 0 False 3 3.600 0 114.105 0 1008090 1008090 0 0 1 1 PP0(CE-)L10/C02_FO_1_1 None A None PP1(CE-)11_FO_1_4 None Ap None PPFO(CE-)X5_17 DAQ_2_4
10 9 0 aOeT ML-T3W -1512.860 2.370 0.000 4 -1512.900 -94.400 -1512.900 99.200 -1429.000 50.700 -1429.000 -46.000 -1512.900 -94.400 -0.000 0.000 -0.000 0.000 1 0.000 0.000 0.192 1.000 0.192 1.000 9 0 False 3 3.600 0 179.910 0 1009000 1009000 0 0 1 1 PP0(CE-)L10/C01_FO_1_2 None A None PP1(CE-)5_FO_1_5 None Ap None PPFO(CE-)X5_7 DAQ_1_5
10 9 1 bOeLR ML-53W -1429.040 147.550 4.000 5 -1512.900 99.200 -1429.000 244.400 -1345.200 195.900 -1345.200 99.200 -1429.000 50.700 -1512.900 99.200 -0.000 0.000 1 0.000 0.000 0.298 1.000 0.298 1.000 8 0 False 3 3.600 0 174.105 0 1009010 1009010 0 0 1 1 PP0(CE-)L10/C01_FO_1_1 None A None PP1(CE-)5_FO_1_4 None Ap None PPFO(CE-)X5_7 DAQ_1_5
10 9 2 FOe ML-F3W -1345.220 292.730 0.000 6 -1345.200 195.900 -1429.000 244.400 -1429.000 341.200 -1345.200 389.500 -1261.400 341.200 -1261.400 244.400 -1345.200 195.900 1 0.000 0.000 0.375 1.000 0.369 1.000 7 0 False 3 3.600 0 167.723 0 1009020 1009020 0 0 1 1 PP0(CE-)L10/C01_FO_1_1 None A None PP1(CE-)5_FO_1_4 None Ap None PPFO(CE-)X5_7 DAQ_1_5
